crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Wheat,Black Soil,Flowering,63,28,75.0,1
Wheat,Black Soil,Pollination,22,32,53.1,1
Tomato,Clay Soil,Seedling Stage,8,32,42.8,0
Tomato,Red Soil,Harvest,51,21,70.4,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,56,30,71.5,0
Chilli,Clay Soil,Germination,92,25,31.1,1
Tomato,Red Soil,Seedling Stage,69,44,21.8,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,7,28,88.6,1
Wheat,Sandy Soil,Pollination,47,30,51.1,1
Wheat,Chalky Soil,Flowering,52,31,51.2,1
Carrot,Loam Soil,Pollination,12,38,40.0,0
Potato,Red Soil,Flowering,24,41,50.2,0
Carrot,Sandy Soil,Harvest,49,29,80.3,0
Carrot,Clay Soil,Germination,31,27,53.3,1
Tomato,Clay Soil,Seedling Stage,22,24,89.2,1
Chilli,Sandy Soil,Germination,52,16,89.1,0
Potato,Clay Soil,Seedling Stage,18,17,90.1,0
Wheat,Black Soil,Flowering,33,30,47.3,0
Carrot,Alluvial Soil,Flowering,38,26,86.5,1
Tomato,Clay Soil,Germination,42,43,24.2,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,72,21,71.5,1
Wheat,Sandy Soil,Harvest,12,21,89.9,0
Wheat,Sandy Soil,Flowering,78,43,42.9,1
Carrot,Sandy Soil,Flowering,13,16,80.3,1
Wheat,Clay Soil,Germination,5,37,53.5,1
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,5,19,76.9,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,50,18,89.4,1
Wheat,Alluvial Soil,Pollination,88,33,25.8,0
Chilli,Clay Soil,Seedling Stage,29,37,45.0,1
Wheat,Sandy Soil,Flowering,32,42,31.6,1
Carrot,Sandy Soil,Pollination,57,34,52.9,1
Chilli,Black Soil,Fruit/Grain/Bulb Formation,52,21,79.3,0
Potato,Black Soil,Seedling Stage,29,32,52.9,0
Potato,Black Soil,Seedling Stage,9,38,45.3,1
Carrot,Loam Soil,Seedling Stage,52,40,36.0,0
Chilli,Loam Soil,Flowering,26,45,32.6,1
Wheat,Clay Soil,Seedling Stage,97,44,29.9,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,11,15,90.7,0
Wheat,Black Soil,Pollination,4,36,35.3,1
Potato,Clay Soil,Seedling Stage,83,30,64.2,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,31,40,37.5,1
Wheat,Clay Soil,Harvest,60,19,90.8,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,61,20,81.9,1
Potato,Chalky Soil,Germination,33,21,82.2,0
Carrot,Clay Soil,Seedling Stage,56,15,90.4,0
Wheat,Clay Soil,Pollination,23,39,45.3,0
Potato,Sandy Soil,Harvest,37,16,90.7,0
Chilli,Clay Soil,Germination,20,16,90.8,0
Wheat,Sandy Soil,Flowering,15,20,89.0,0
Carrot,Clay Soil,Pollination,32,43,22.7,0
Tomato,Clay Soil,Seedling Stage,22,36,68.7,1
Wheat,Alluvial Soil,Maturation,80,24,77.3,0
Tomato,Loam Soil,Seedling Stage,83,37,38.2,0
Carrot,Clay Soil,Seedling Stage,24,21,87.6,1
Carrot,Clay Soil,Seedling Stage,40,16,91.0,0
Wheat,Clay Soil,Flowering,100,25,63.1,0
Tomato,Loam Soil,Pollination,52,40,25.6,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,51,37,62.1,1
Potato,Sandy Soil,Maturation,31,23,87.4,1
Wheat,Chalky Soil,Vegetative Growth / Root or Tuber Development,29,39,31.4,1
Wheat,Alluvial Soil,Maturation,88,35,19.9,0
Tomato,Clay Soil,Seedling Stage,88,40,25.7,1
Potato,Sandy Soil,Harvest,24,20,73.7,1
Potato,Clay Soil,Germination,55,43,22.1,1
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,62,36,65.1,0
Carrot,Red Soil,Seedling Stage,71,33,28.0,0
Chilli,Sandy Soil,Flowering,25,25,58.7,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,26,16,90.2,0
Tomato,Chalky Soil,Flowering,53,28,59.4,1
Tomato,Chalky Soil,Flowering,43,23,59.7,0
Wheat,Clay Soil,Flowering,68,40,26.6,0
Carrot,Red Soil,Germination,18,15,90.8,0
Wheat,Sandy Soil,Pollination,70,29,71.9,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,95,46,23.1,1
Wheat,Sandy Soil,Pollination,53,24,84.4,0
Chilli,Loam Soil,Flowering,84,20,83.9,0
Carrot,Alluvial Soil,Maturation,25,26,87.3,0
Tomato,Clay Soil,Germination,92,20,90.5,0
Wheat,Loam Soil,Flowering,28,40,82.5,1
Wheat,Clay Soil,Flowering,7,30,70.6,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,28,39,34.2,1
Potato,Black Soil,Pollination,18,19,83.3,1
Chilli,Chalky Soil,Pollination,36,23,88.4,0
Wheat,Sandy Soil,Seedling Stage,63,21,75.2,1
Wheat,Loam Soil,Vegetative Growth / Root or Tuber Development,55,17,90.1,0
Tomato,Loam Soil,Seedling Stage,19,35,33.3,1
Carrot,Black Soil,Flowering,62,23,87.1,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,14,31,60.8,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,14,29,55.3,0
Potato,Loam Soil,Germination,72,21,87.4,0
Carrot,Clay Soil,Flowering,56,44,47.3,1
Wheat,Clay Soil,Flowering,14,45,28.1,1
Chilli,Sandy Soil,Germination,88,44,17.4,1
Wheat,Black Soil,Flowering,25,40,40.6,0
Chilli,Clay Soil,Flowering,95,29,65.6,0
Wheat,Clay Soil,Harvest,28,18,90.9,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,4,18,90.7,0
Chilli,Clay Soil,Seedling Stage,59,24,83.1,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,23,14,90.9,0
Wheat,Black Soil,Germination,10,30,78.7,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,70,32,69.0,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,80,41,37.1,0
Carrot,Clay Soil,Pollination,24,20,80.2,1
Potato,Sandy Soil,Fruit/Grain/Bulb Formation,23,27,87.8,0
Wheat,Loam Soil,Seedling Stage,35,42,41.6,1
Tomato,Clay Soil,Germination,23,26,77.1,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,8,16,90.9,0
Potato,Chalky Soil,Harvest,62,16,87.8,0
Potato,Loam Soil,Germination,68,42,23.0,1
Wheat,Loam Soil,Flowering,3,15,90.8,0
Potato,Loam Soil,Pollination,55,35,76.7,0
Potato,Black Soil,Harvest,16,32,61.5,0
Carrot,Alluvial Soil,Seedling Stage,13,17,77.8,1
Potato,Clay Soil,Harvest,32,46,16.2,1
Wheat,Black Soil,Pollination,35,33,34.5,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,13,30,58.3,1
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,74,20,89.3,0
Tomato,Loam Soil,Flowering,65,18,83.7,0
Chilli,Black Soil,Seedling Stage,45,20,90.9,0
Wheat,Sandy Soil,Pollination,45,16,90.6,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,37,15,90.3,0
Wheat,Red Soil,Flowering,79,45,23.2,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,87,34,49.3,0
Chilli,Red Soil,Flowering,32,16,89.9,0
Wheat,Clay Soil,Maturation,82,43,22.0,1
Wheat,Black Soil,Maturation,29,19,90.4,0
Chilli,Alluvial Soil,Pollination,56,26,51.3,0
Wheat,Sandy Soil,Pollination,15,16,89.0,0
Wheat,Black Soil,Seedling Stage,30,16,88.9,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,34,17,88.5,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,40,27,68.4,0
Carrot,Sandy Soil,Flowering,63,28,70.6,0
Wheat,Clay Soil,Pollination,88,22,82.2,0
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,24,19,89.6,0
Tomato,Black Soil,Flowering,15,20,78.2,0
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,13,25,79.3,1
Wheat,Sandy Soil,Harvest,72,37,46.1,0
Potato,Red Soil,Pollination,38,44,34.5,1
Tomato,Chalky Soil,Seedling Stage,61,35,35.6,1
Wheat,Sandy Soil,Pollination,68,45,16.3,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,24,21,86.5,0
Chilli,Clay Soil,Flowering,65,15,90.7,0
Wheat,Clay Soil,Germination,9,46,17.6,1
Wheat,Black Soil,Seedling Stage,57,23,82.4,1
Wheat,Black Soil,Flowering,7,20,84.7,1
Chilli,Sandy Soil,Germination,58,35,62.9,1
Carrot,Loam Soil,Flowering,2,17,87.4,1
Chilli,Sandy Soil,Seedling Stage,33,19,77.8,0
Potato,Red Soil,Maturation,12,25,86.3,1
Carrot,Clay Soil,Flowering,64,16,79.0,0
Wheat,Sandy Soil,Seedling Stage,9,27,71.5,0
Wheat,Clay Soil,Harvest,74,18,90.6,1
Chilli,Black Soil,Flowering,91,16,73.5,1
Wheat,Alluvial Soil,Seedling Stage,28,42,33.1,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,66,28,79.6,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,71,31,55.9,0
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,38,38,81.8,0
Carrot,Clay Soil,Flowering,61,25,86.9,0
Tomato,Loam Soil,Seedling Stage,10,28,82.6,1
Wheat,Black Soil,Germination,37,41,41.7,1
Chilli,Sandy Soil,Germination,69,45,19.7,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,30,19,90.0,1
Tomato,Clay Soil,Seedling Stage,78,30,53.1,1
Chilli,Red Soil,Seedling Stage,57,14,90.9,0
Potato,Red Soil,Flowering,20,30,73.8,0
Tomato,Sandy Soil,Pollination,6,22,82.3,0
Potato,Chalky Soil,Seedling Stage,7,29,80.1,1
Potato,Red Soil,Germination,24,25,63.9,0
Potato,Alluvial Soil,Harvest,50,19,90.5,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,61,16,73.3,0
Potato,Clay Soil,Flowering,69,38,46.2,1
Potato,Clay Soil,Germination,73,19,83.3,1
Chilli,Clay Soil,Germination,16,37,20.0,1
Potato,Red Soil,Flowering,54,16,90.5,0
Chilli,Chalky Soil,Seedling Stage,61,42,17.2,1
Tomato,Loam Soil,Seedling Stage,11,26,51.5,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,65,36,29.8,1
Tomato,Loam Soil,Fruit/Grain/Bulb Formation,55,27,87.1,1
Potato,Clay Soil,Germination,49,30,82.8,1
Wheat,Black Soil,Pollination,15,32,27.2,0
Wheat,Red Soil,Flowering,58,30,83.4,1
Potato,Sandy Soil,Germination,54,17,89.3,1
Chilli,Clay Soil,Germination,51,33,34.5,0
Wheat,Clay Soil,Pollination,96,42,44.7,0
Wheat,Loam Soil,Flowering,20,30,55.2,1
Wheat,Black Soil,Germination,3,27,88.4,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,52,41,51.8,1
Carrot,Loam Soil,Flowering,25,18,68.7,0
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,54,20,71.1,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,100,35,84.3,0
Potato,Clay Soil,Flowering,68,38,46.2,0
Wheat,Sandy Soil,Seedling Stage,64,28,56.4,0
Tomato,Red Soil,Germination,21,39,37.5,1
Potato,Sandy Soil,Seedling Stage,93,20,85.9,0
Chilli,Loam Soil,Germination,33,36,57.6,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,71,45,17.8,1
Wheat,Red Soil,Flowering,8,43,35.1,1
Tomato,Loam Soil,Pollination,31,34,27.9,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,31,35,45.8,0
Potato,Red Soil,Vegetative Growth / Root or Tuber Development,63,19,87.6,0
Wheat,Clay Soil,Seedling Stage,22,29,81.7,1
Potato,Sandy Soil,Seedling Stage,32,24,78.0,0
Wheat,Loam Soil,Flowering,22,36,50.1,1
Wheat,Black Soil,Germination,47,33,76.1,0
Chilli,Clay Soil,Seedling Stage,16,35,74.9,1
Carrot,Black Soil,Vegetative Growth / Root or Tuber Development,67,44,17.2,0
Wheat,Clay Soil,Harvest,10,23,83.3,1
Carrot,Clay Soil,Germination,76,34,55.7,0
Wheat,Black Soil,Maturation,62,14,91.0,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,19,26,83.6,1
Wheat,Sandy Soil,Flowering,26,23,68.5,0
Chilli,Red Soil,Fruit/Grain/Bulb Formation,23,27,69.7,1
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,4,22,63.0,0
Carrot,Black Soil,Vegetative Growth / Root or Tuber Development,55,30,76.0,0
Wheat,Loam Soil,Germination,74,38,46.7,0
Carrot,Alluvial Soil,Vegetative Growth / Root or Tuber Development,36,18,90.7,0
Wheat,Sandy Soil,Pollination,39,15,90.3,0
Tomato,Clay Soil,Germination,4,14,91.0,0
Wheat,Black Soil,Seedling Stage,71,25,79.8,0
Wheat,Sandy Soil,Harvest,19,18,89.1,0
Chilli,Red Soil,Pollination,10,20,89.2,1
Wheat,Sandy Soil,Seedling Stage,4,44,19.5,1
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,32,27,63.8,0
Wheat,Loam Soil,Germination,91,43,19.2,1
Carrot,Clay Soil,Flowering,33,22,42.8,0
Chilli,Clay Soil,Flowering,75,30,45.8,1
Tomato,Chalky Soil,Seedling Stage,53,39,39.6,1
Wheat,Black Soil,Pollination,44,35,68.6,0
Chilli,Loam Soil,Germination,26,20,73.7,1
Chilli,Clay Soil,Flowering,41,35,31.6,0
Chilli,Red Soil,Flowering,38,19,80.0,0
Tomato,Chalky Soil,Vegetative Growth / Root or Tuber Development,36,22,88.3,1
Chilli,Sandy Soil,Germination,100,28,66.1,0
Carrot,Alluvial Soil,Vegetative Growth / Root or Tuber Development,72,36,49.4,0
Carrot,Sandy Soil,Pollination,13,19,86.0,0
Tomato,Clay Soil,Flowering,13,37,31.2,0
Tomato,Clay Soil,Germination,62,43,24.5,1
Potato,Red Soil,Flowering,3,15,91.0,0
Wheat,Black Soil,Maturation,66,21,59.8,0
Carrot,Red Soil,Seedling Stage,58,26,83.2,0
Chilli,Sandy Soil,Germination,34,26,76.5,0
Potato,Clay Soil,Flowering,81,38,44.9,0
Carrot,Sandy Soil,Pollination,58,18,89.1,0
Potato,Sandy Soil,Harvest,73,27,41.0,1
Wheat,Sandy Soil,Germination,4,28,80.4,1
Potato,Sandy Soil,Pollination,34,32,82.7,1
Wheat,Loam Soil,Pollination,3,15,90.7,0
Potato,Sandy Soil,Flowering,74,39,38.1,0
Potato,Clay Soil,Pollination,94,45,17.3,1
Wheat,Black Soil,Pollination,11,37,51.1,1
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,5,36,25.9,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,44,37,60.1,1
Chilli,Red Soil,Flowering,25,24,82.3,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,54,40,31.6,0
Wheat,Alluvial Soil,Harvest,37,40,21.3,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,24,32,64.6,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,89,42,32.1,0
Carrot,Sandy Soil,Flowering,37,21,85.8,1
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,79,24,84.5,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,39,15,90.1,0
Potato,Red Soil,Fruit/Grain/Bulb Formation,28,32,44.8,0
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,72,25,86.9,1
Carrot,Clay Soil,Germination,28,35,58.2,0
Carrot,Clay Soil,Seedling Stage,52,20,77.4,0
Wheat,Red Soil,Seedling Stage,60,30,83.5,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,10,44,31.1,0
Wheat,Loam Soil,Seedling Stage,14,35,74.2,1
Wheat,Sandy Soil,Flowering,28,20,74.0,0
Wheat,Loam Soil,Pollination,4,32,33.5,0
Chilli,Clay Soil,Seedling Stage,34,23,71.7,1
Wheat,Sandy Soil,Harvest,19,27,79.8,1
Chilli,Black Soil,Flowering,23,44,30.5,1
Chilli,Clay Soil,Seedling Stage,46,15,90.9,0
Chilli,Chalky Soil,Seedling Stage,92,22,62.2,0
Chilli,Red Soil,Seedling Stage,55,16,90.1,0
Carrot,Alluvial Soil,Germination,13,15,89.3,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,9,16,89.7,0
Carrot,Sandy Soil,Flowering,3,19,82.0,1
Carrot,Black Soil,Seedling Stage,61,28,67.2,1
Carrot,Chalky Soil,Germination,46,40,25.2,1
Potato,Clay Soil,Pollination,88,18,90.7,0
Wheat,Sandy Soil,Germination,28,16,90.4,0
Wheat,Sandy Soil,Seedling Stage,5,20,64.8,0
Chilli,Clay Soil,Flowering,8,34,53.5,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,19,15,91.0,1
Potato,Black Soil,Flowering,25,16,86.6,0
Tomato,Red Soil,Seedling Stage,9,34,61.7,1
Tomato,Chalky Soil,Vegetative Growth / Root or Tuber Development,76,23,82.4,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,74,37,25.7,0
Carrot,Red Soil,Flowering,71,41,25.8,1
Potato,Chalky Soil,Seedling Stage,49,30,44.7,0
Wheat,Clay Soil,Flowering,36,17,90.0,0
Wheat,Sandy Soil,Flowering,48,21,70.5,1
Wheat,Sandy Soil,Seedling Stage,93,31,49.8,1
Tomato,Chalky Soil,Germination,77,37,24.0,0
Potato,Black Soil,Germination,17,26,86.5,0
Potato,Alluvial Soil,Flowering,70,38,21.8,1
Chilli,Red Soil,Germination,66,44,17.6,1
Chilli,Loam Soil,Flowering,20,35,22.2,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,29,32,53.7,1
Wheat,Sandy Soil,Germination,63,31,67.0,0
Potato,Black Soil,Fruit/Grain/Bulb Formation,21,30,67.3,1
Wheat,Sandy Soil,Harvest,48,41,27.2,0
Wheat,Clay Soil,Germination,24,37,20.0,1
Potato,Clay Soil,Germination,13,24,53.2,0
Chilli,Alluvial Soil,Maturation,49,17,89.7,0
Wheat,Clay Soil,Maturation,54,29,52.3,0
Chilli,Clay Soil,Pollination,42,22,70.7,1
Carrot,Clay Soil,Germination,9,24,74.8,0
Chilli,Black Soil,Flowering,69,38,30.0,1
Potato,Clay Soil,Harvest,21,23,88.7,0
Wheat,Sandy Soil,Pollination,95,15,89.9,0
Wheat,Red Soil,Seedling Stage,29,18,91.0,0
Wheat,Loam Soil,Pollination,15,20,89.6,1
Potato,Loam Soil,Harvest,55,43,18.9,1
Wheat,Loam Soil,Vegetative Growth / Root or Tuber Development,28,36,65.4,1
Potato,Clay Soil,Fruit/Grain/Bulb Formation,65,43,20.6,0
Carrot,Black Soil,Germination,23,28,36.5,1
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,38,26,73.1,1
Tomato,Sandy Soil,Seedling Stage,10,32,74.7,0
Chilli,Loam Soil,Pollination,13,41,62.6,1
Potato,Sandy Soil,Germination,39,28,47.2,0
Carrot,Clay Soil,Fruit/Grain/Bulb Formation,21,15,91.0,0
Chilli,Loam Soil,Seedling Stage,88,21,50.4,0
Chilli,Clay Soil,Germination,36,24,78.1,0
Wheat,Clay Soil,Germination,77,19,71.0,0
Chilli,Clay Soil,Flowering,35,41,41.9,1
Chilli,Sandy Soil,Fruit/Grain/Bulb Formation,5,26,86.8,1
Wheat,Clay Soil,Harvest,2,43,21.6,1
Carrot,Black Soil,Flowering,80,34,55.4,0
Potato,Red Soil,Vegetative Growth / Root or Tuber Development,88,31,79.0,1
Potato,Alluvial Soil,Seedling Stage,23,40,63.6,1
Wheat,Clay Soil,Maturation,25,17,90.2,0
Wheat,Clay Soil,Harvest,5,19,88.0,1
Potato,Alluvial Soil,Flowering,88,22,82.9,0
Wheat,Alluvial Soil,Flowering,45,43,38.5,1
Wheat,Black Soil,Harvest,68,16,89.6,0
Wheat,Sandy Soil,Flowering,4,38,42.2,0
Chilli,Sandy Soil,Seedling Stage,48,29,85.2,1
Chilli,Loam Soil,Germination,16,19,87.9,0
Wheat,Alluvial Soil,Harvest,22,15,90.0,1
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,57,32,59.2,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,65,28,50.9,1
Carrot,Red Soil,Vegetative Growth / Root or Tuber Development,27,27,65.9,0
Wheat,Red Soil,Flowering,47,16,87.9,0
Potato,Clay Soil,Pollination,75,39,23.3,1
Wheat,Clay Soil,Flowering,57,16,90.5,0
Carrot,Sandy Soil,Seedling Stage,66,43,47.7,0
Wheat,Sandy Soil,Flowering,10,15,86.8,0
Wheat,Sandy Soil,Harvest,6,36,56.1,1
Wheat,Sandy Soil,Flowering,11,15,91.0,1
Wheat,Sandy Soil,Seedling Stage,82,36,37.6,0
Wheat,Sandy Soil,Flowering,35,33,52.2,1
Wheat,Black Soil,Maturation,30,24,61.8,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,60,26,63.9,0
Chilli,Chalky Soil,Seedling Stage,45,38,53.8,0
Carrot,Sandy Soil,Flowering,51,37,53.8,1
Carrot,Sandy Soil,Germination,43,18,87.7,1
Wheat,Clay Soil,Flowering,22,22,52.5,1
Wheat,Sandy Soil,Flowering,50,21,58.5,1
Carrot,Black Soil,Flowering,17,26,47.5,0
Carrot,Clay Soil,Pollination,56,40,38.5,0
Wheat,Alluvial Soil,Harvest,9,43,29.7,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,76,24,89.6,0
Tomato,Loam Soil,Germination,57,40,35.1,1
Tomato,Red Soil,Seedling Stage,46,22,89.0,1
Wheat,Clay Soil,Flowering,15,26,78.1,0
Wheat,Black Soil,Pollination,6,26,78.0,0
Tomato,Loam Soil,Germination,85,38,67.1,0
Wheat,Alluvial Soil,Flowering,96,27,51.0,0
Wheat,Loam Soil,Harvest,57,20,90.7,0
Carrot,Black Soil,Seedling Stage,43,31,68.8,1
Wheat,Red Soil,Seedling Stage,83,21,87.8,1
Wheat,Alluvial Soil,Harvest,46,29,81.0,1
Carrot,Clay Soil,Pollination,26,40,28.4,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,60,43,20.4,1
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,84,41,42.4,0
Potato,Clay Soil,Flowering,30,28,37.1,1
Potato,Red Soil,Germination,28,16,88.4,0
Wheat,Sandy Soil,Flowering,5,28,69.4,1
Wheat,Loam Soil,Seedling Stage,57,31,46.5,1
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,92,42,25.1,0
Chilli,Clay Soil,Pollination,58,20,82.5,0
Carrot,Red Soil,Flowering,13,17,89.5,0
Carrot,Loam Soil,Seedling Stage,79,36,43.2,0
Chilli,Black Soil,Flowering,84,33,52.4,1
Carrot,Loam Soil,Germination,66,38,54.1,1
Wheat,Clay Soil,Seedling Stage,38,34,53.6,0
Wheat,Clay Soil,Flowering,30,33,53.6,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,45,21,53.2,0
Wheat,Loam Soil,Seedling Stage,28,25,75.0,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,17,21,85.5,0
Tomato,Clay Soil,Seedling Stage,9,14,91.0,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,30,32,37.2,1
Wheat,Clay Soil,Flowering,17,23,55.4,0
Carrot,Chalky Soil,Germination,53,44,32.5,0
Tomato,Clay Soil,Seedling Stage,10,30,89.2,1
Wheat,Alluvial Soil,Harvest,86,35,60.7,1
Potato,Clay Soil,Seedling Stage,7,20,78.5,0
Potato,Black Soil,Flowering,41,32,67.2,1
Tomato,Clay Soil,Flowering,86,43,18.4,1
Wheat,Loam Soil,Vegetative Growth / Root or Tuber Development,61,21,82.8,0
Wheat,Red Soil,Harvest,94,43,18.8,0
Wheat,Black Soil,Pollination,56,35,30.4,1
Tomato,Loam Soil,Flowering,71,21,81.2,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,20,33,41.0,1
Potato,Loam Soil,Seedling Stage,37,21,80.8,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,93,21,82.3,0
Tomato,Clay Soil,Maturation,84,23,80.2,0
Wheat,Alluvial Soil,Pollination,9,37,40.5,1
Carrot,Loam Soil,Germination,64,31,49.0,1
Tomato,Red Soil,Seedling Stage,35,40,29.5,0
Wheat,Black Soil,Seedling Stage,44,16,87.1,1
Tomato,Sandy Soil,Flowering,14,23,90.2,0
Potato,Black Soil,Germination,6,41,24.8,1
Wheat,Clay Soil,Flowering,69,33,75.5,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,48,29,61.6,1
Wheat,Sandy Soil,Germination,10,26,72.9,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,11,17,85.1,0
Potato,Red Soil,Pollination,14,28,82.7,1
Wheat,Red Soil,Flowering,55,46,16.6,1
Wheat,Red Soil,Flowering,7,19,78.0,1
Potato,Sandy Soil,Flowering,77,32,76.8,0
Wheat,Red Soil,Maturation,96,40,23.9,0
Chilli,Chalky Soil,Pollination,88,19,89.7,0
Wheat,Sandy Soil,Seedling Stage,96,16,90.8,0
Wheat,Sandy Soil,Seedling Stage,9,28,88.3,1
Wheat,Sandy Soil,Seedling Stage,41,25,44.7,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,24,22,81.1,0
Tomato,Sandy Soil,Flowering,62,39,57.1,1
Chilli,Loam Soil,Pollination,40,30,68.4,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,28,28,86.6,0
Potato,Black Soil,Harvest,83,28,77.5,0
Wheat,Black Soil,Harvest,50,29,56.2,1
Carrot,Black Soil,Germination,37,27,75.5,1
Carrot,Red Soil,Fruit/Grain/Bulb Formation,11,33,38.9,0
Tomato,Clay Soil,Germination,68,19,79.9,0
Chilli,Black Soil,Seedling Stage,3,14,90.9,0
Tomato,Chalky Soil,Vegetative Growth / Root or Tuber Development,16,27,72.6,0
Potato,Sandy Soil,Seedling Stage,46,40,24.0,0
Carrot,Red Soil,Germination,95,23,85.1,0
Potato,Loam Soil,Flowering,58,42,22.9,1
Wheat,Sandy Soil,Flowering,27,34,70.4,1
Wheat,Clay Soil,Flowering,66,38,35.0,0
Potato,Sandy Soil,Flowering,23,38,35.9,0
Potato,Clay Soil,Flowering,15,37,32.1,0
Tomato,Sandy Soil,Flowering,12,16,85.3,0
Potato,Black Soil,Seedling Stage,24,41,20.1,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,18,19,77.3,1
Wheat,Alluvial Soil,Harvest,28,26,53.8,0
Wheat,Red Soil,Harvest,7,37,35.5,1
Chilli,Clay Soil,Germination,47,18,78.1,0
Potato,Clay Soil,Flowering,41,17,90.9,1
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,36,18,88.4,0
Wheat,Sandy Soil,Germination,69,31,86.7,0
Chilli,Loam Soil,Germination,73,15,90.9,0
Carrot,Loam Soil,Flowering,30,44,28.9,1
Wheat,Red Soil,Germination,24,38,43.7,1
Carrot,Sandy Soil,Flowering,99,21,87.8,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,65,20,88.6,0
Wheat,Clay Soil,Maturation,50,18,83.2,0
